Date,AI_Tech_Index,AI_Tech_Index_Return,VIX,NASDAQ,SP500,Yield_Curve_Slope,Dollar_Strength,Bitcoin,Semiconductor_ETF,AI_Robotics_ETF,Cybersecurity_ETF,Treasury_10Y,Oil_WTI,Gold,Crypto_Tech_Corr_20d,Vol_of_Vol_Ratio,Semi_vs_Tech_Ratio,NASDAQ_Momentum,High_Volatility_Regime,Credit_Spread_Proxy,Pandemic_Period,AI_Boom_Period,Fed_Hike_Period,Tech_Bear_2022,Banking_Crisis_2023,Month,Quarter,Day_of_Week
2019-08-30,99.65026034008373,-0.6275993147158543,18.979999542236328,7962.8798828125,2926.4599609375,-0.4269999265670776,,9598.173828125,54.47880554199219,18.54073143005371,36.77359008789063,1.50600004196167,55.09999847412109,1519.0999755859375,,5.408851745947588,0.7247495831036979,,0,0.505553767913385,0,0,0,0,0,8,3,4
2019-09-03,98.85531360452825,-0.797736737307575,19.65999984741211,7874.16015625,2906.27001953125,-0.4440000057220459,,10623.5400390625,53.61700820922852,18.254728317260746,36.4241943359375,1.465999960899353,53.93999862670898,1545.9000244140625,,5.197863847128043,0.7220916618245953,,0,0.5034525630105428,0,0,0,0,0,9,3,1
2019-09-04,100.54585144736551,1.7101132768646776,17.329999923706055,7976.8798828125,2937.780029296875,-0.4459999799728393,,10594.4931640625,55.1977653503418,18.570316314697266,36.860939025878906,1.4589999914169312,56.2599983215332,1550.300048828125,,5.614541458748605,0.7309136479320715,,0,0.5037468406018416,0,0,0,0,0,9,3,2
2019-09-05,101.18446159362793,0.6351432078694152,16.270000457763672,8116.830078125,2976.0,-0.3549998998641968,,10575.533203125,56.87374114990234,19.07328414916992,37.598541259765625,1.565000057220459,56.29999923706055,1515.4000244140625,,5.870313426491348,0.7376877950556233,,0,0.5150495699354903,0,0,0,0,0,9,3,3
2019-09-06,98.8063372481953,-2.350286109129607,15.0,8103.06982421875,2978.7099609375,-0.3600000143051147,,10353.302734375,56.92135238647461,19.152177810668945,37.47236633300781,1.5499999523162842,56.52000045776367,1506.199951171875,,6.293333435058594,0.7389395466306811,,0,0.5118807941421437,0,0,0,0,0,9,3,4
2019-09-09,95.86664119633761,-2.9752100257227077,15.270000457763672,8087.43994140625,2978.429931640625,-0.2860000133514404,,10334.974609375,57.14037322998047,19.37900733947754,37.06475067138672,1.621999979019165,57.84999847412109,1502.199951171875,,6.188604922533169,0.7473766983615997,,0,0.5216770679023833,0,0,0,0,0,9,3,0
2019-09-10,95.28901743888855,-0.6025284188960645,15.199999809265137,8084.16015625,2979.389892578125,-0.2109999656677246,,10115.9755859375,57.254638671875,19.576250076293945,36.87063980102539,1.7020000219345093,57.400001525878906,1490.300048828125,,6.17434208235417,0.7526862631407015,,0,0.5312885021822995,0,0,0,0,0,9,3,1
2019-09-11,95.35389063575052,0.06808045523565287,14.609999656677246,8169.68017578125,3000.929931640625,-0.1799999475479126,,10178.3720703125,57.98311614990234,19.91156005859375,37.31707763671875,1.7330000400543213,55.75,1494.4000244140625,,6.693360931794008,0.7543891517517746,,0,0.5321733216118258,0,0,0,0,0,9,3,2
2019-09-12,95.77980260415511,0.4466644890574578,14.220000267028809,8194.4697265625,3009.570068359375,-0.1039999723434448,,10410.126953125,58.07358551025391,20.17783737182617,37.14238357543945,1.7910000085830688,55.09000015258789,1498.699951171875,,6.746835488031421,0.7515002220393778,,0,0.5359894905572943,0,0,0,0,0,9,3,3
2019-09-13,91.08371529371843,-4.903003746880719,13.739999771118164,8176.7099609375,3007.389892578125,0.0030000209808349,,10360.546875,58.04501724243164,20.19755744934082,37.20061874389648,1.902999997138977,54.84999847412109,1490.9000244140625,,7.200145702558832,0.756683347414915,,0,0.546683932000088,0,0,0,0,0,9,3,4
2019-09-16,92.15103557835455,1.1718014369465735,14.670000076293944,8153.5400390625,2997.9599609375,-0.1040000915527343,,10276.7939453125,57.65459060668945,20.04962921142578,37.35591125488281,1.840999960899353,62.900001525878906,1503.0999755859375,,6.934560519963777,0.7534504677943876,,0,0.541724980713584,0,0,0,0,0,9,3,0
2019-09-17,93.06845689856488,0.9955626808233253,14.4399995803833,8186.02001953125,3005.699951171875,-0.1259999275207519,,10241.2724609375,57.88789367675781,19.990459442138672,37.70530319213867,1.812000036239624,59.34000015258789,1505.0999755859375,,7.0408588035600586,0.7534282431749417,,0,0.5391103725477996,0,0,0,0,0,9,3,1
2019-09-18,92.77306081937706,-0.31739655843844305,13.949999809265137,8177.39013671875,3006.72998046875,-0.0939999818801879,,10198.248046875,57.94979095458984,20.029905319213867,37.55971908569336,1.7860000133514404,58.11000061035156,1507.5,,7.103225641055441,0.7543266605232839,,0,0.5365256800108934,0,0,0,0,0,9,3,2
2019-09-19,90.72069185972214,-2.212246681879726,14.050000190734863,8182.8798828125,3006.7900390625,-0.1089999675750732,,10266.4150390625,57.71649169921875,19.97073173522949,37.31707763671875,1.77400004863739,58.130001068115234,1498.4000244140625,,6.925267027108039,0.7496295955714771,,0,0.5343050928852204,0,0,0,0,0,9,3,3
2019-09-20,90.43171149492264,-0.31853853721303116,15.31999969482422,8117.669921875,2992.070068359375,-0.0950000286102294,,10181.6416015625,56.63567733764648,19.724180221557617,37.3850212097168,1.7549999952316284,58.09000015258789,1507.300048828125,,6.594647571267859,0.7442713719741909,,0,0.5280024881973885,0,0,0,0,0,9,3,4
2019-09-23,90.02246717611949,-0.45254514377528476,14.90999984741211,8112.4599609375,2991.780029296875,-0.1370000839233398,,9729.32421875,57.1213264465332,19.68473052978516,37.26855850219727,1.7079999446868896,58.63999938964844,1523.699951171875,,6.545942285241624,0.7483224478348642,,0,0.5278727658593773,0,0,0,0,0,9,3,0
2019-09-24,87.71243192752202,-2.56606525133124,17.049999237060547,7993.6298828125,2966.60009765625,-0.2450000047683715,,8620.56640625,56.2738151550293,19.566389083862305,36.56977462768555,1.6349999904632568,57.290000915527344,1532.0999755859375,,6.156011951972848,0.7444317657340346,,0,0.5208696739535729,0,0,0,0,0,9,3,1
2019-09-25,88.66824861367543,1.0897163208782201,15.960000038146973,8077.3798828125,2984.8701171875,-0.1130000352859497,,8486.9931640625,57.235595703125,19.67487144470215,36.87063980102539,1.7319999933242798,56.4900016784668,1504.5999755859375,,6.2456140392809845,0.7482394343369624,,0,0.528056711990709,0,0,0,0,0,9,3,2
2019-09-26,88.42306860287984,-0.2765138757435448,16.06999969482422,8030.66015625,2977.6201171875,-0.0850000381469726,,8118.9677734375,57.43557357788086,19.65514373779297,36.7153549194336,1.684999942779541,56.40999984741211,1507.5,,6.242065928034916,0.7500173352321058,,0,0.5243205016211104,0,0,0,0,0,9,3,3
2019-09-27,86.0605352918307,-2.6718517558575128,17.219999313354492,7939.6298828125,2961.7900390625,-0.0550000667572021,,8251.845703125,56.0738410949707,19.47762680053711,36.035980224609375,1.6749999523162842,55.90999984741211,1499.0999755859375,,5.993031420634744,0.7421587836033198,,0,0.5224350029486623,0,0,0,0,0,9,3,4
2019-09-30,87.17139708995819,1.2907911789771687,16.239999771118164,7999.33984375,2976.739990234375,-0.0950000286102294,,8293.8681640625,56.72137451171875,19.743906021118164,36.29802703857422,1.6749999523162842,54.06999969482422,1465.699951171875,,6.011083997685343,0.7428984031836802,,0,0.5217555915831933,0,0,0,0,0,9,3,0
2019-10-01,86.49618178606033,-0.7745835519890276,18.559999465942383,7908.68017578125,2940.25,-0.1089999675750732,,8343.2763671875,56.33570861816406,19.52693748474121,35.91951370239258,1.6440000534057615,53.619998931884766,1482.0,,5.535560389012808,0.7447836637337415,,0,0.5189912578768078,0,0,0,0,0,10,4,1
2019-10-02,85.13491086165111,-1.5737930811514866,20.559999465942383,7785.25,2887.610107421875,-0.1390000581741333,,8393.0419921875,55.41678237915039,18.97466087341309,35.647762298583984,1.5959999561309814,52.63999938964844,1501.0,,5.049124526027099,0.7466737521083626,,1,0.5146780898672864,0,0,0,0,0,10,4,2
2019-10-03,87.80764402945836,3.139409133992732,19.1200008392334,7872.259765625,2910.6298828125,-0.1289999485015869,,8259.9921875,56.26905059814453,19.280385971069336,36.20096206665039,1.5360000133514404,52.45000076293945,1507.0999755859375,,5.13598287855407,0.7489715891734855,,0,0.5103220283096194,0,0,0,0,0,10,4,3
2019-10-04,89.33771840731303,1.742529815902305,17.040000915527344,7982.47021484375,2952.010009765625,-0.1399999856948852,,8205.939453125,57.259403228759766,19.47762680053711,36.53095245361328,1.5149999856948853,52.810001373291016,1506.199951171875,,5.586267448769111,0.7497588167861718,,0,0.5081690664773474,0,0,0,0,0,10,4,4
2019-10-07,89.91945127646129,0.6511615469022791,17.860000610351562,7956.2900390625,2938.7900390625,-0.1200000047683715,,8245.623046875,56.97372817993164,19.37900733947754,36.5600700378418,1.5529999732971191,52.75,1497.699951171875,,5.4333705262744205,0.7491804337839556,,0,0.512001111568164,0,0,0,0,0,10,4,0
2019-10-08,87.42858030398686,-2.770113626267734,20.280000686645508,7823.77978515625,2893.06005859375,-0.1180000305175781,,8228.783203125,55.47867965698242,19.01411247253418,35.86128616333008,1.5369999408721924,52.630001068115234,1497.199951171875,,5.042899072010967,0.7431409171360798,,1,0.5087336610005325,0,0,0,0,0,10,4,1
2019-10-09,88.72431633869807,1.4820508696423706,18.63999938964844,7903.740234375,2919.39990234375,-0.0390000343322753,,8595.740234375,56.45474243164063,19.231077194213867,36.24949645996094,1.5889999866485596,52.59000015258789,1506.0999755859375,,5.4318671306517485,0.7451429395441838,,0,0.5131692278348317,0,0,0,0,0,10,4,2
2019-10-10,88.60447889566422,-0.13506719237642573,17.56999969482422,7950.77978515625,2938.1298828125,0.024999976158142,,8586.4736328125,56.99276351928711,19.07328414916992,35.94862365722656,1.6579999923706057,53.54999923706055,1494.800048828125,,5.672168775931583,0.7471025127324821,,0,0.5215925539184965,0,0,0,0,0,10,4,3
2019-10-11,90.1424904068311,1.7358168913537142,15.579999923706056,8057.0400390625,2970.27001953125,0.1289999485015869,,8321.7568359375,58.2926025390625,19.55652618408203,36.41448211669922,1.7519999742507937,54.70000076293945,1482.699951171875,,6.27085991185307,0.7537430274956123,,0,0.5303289169985612,0,0,0,0,0,10,4,4
2019-10-14,89.83721441030502,-0.33865937711317073,14.56999969482422,8048.64990234375,2966.14990234375,0.1150000095367431,,8374.6865234375,58.37831115722656,19.46776580810547,36.60858917236328,1.7330000400543213,53.59000015258789,1491.699951171875,,6.481125757244914,0.755314287936697,,0,0.5268694298929348,0,0,0,0,0,10,4,0
2019-10-15,90.75565669933955,1.0223405690650722,13.539999961853027,8148.7099609375,2995.679931640625,0.152999997138977,,8205.369140625,59.54006576538086,19.87211227416992,36.87063980102539,1.7710000276565552,52.810001373291016,1477.5999755859375,,6.940916072504323,0.7619335195525272,,0,0.5344833113803783,0,0,0,0,0,10,4,1
2019-10-16,87.77584197123845,-3.2833377405584785,13.68000030517578,8124.18017578125,2989.68994140625,0.1330000162124633,,8047.52685546875,58.67350769042969,19.89183616638184,36.60858917236328,1.7480000257492063,53.36000061035156,1488.0,,6.8099416362485465,0.7560729275312963,,0,0.5334045415751547,0,0,0,0,0,10,4,2
2019-10-17,87.32980275154114,-0.5081571531304285,13.789999961853027,8156.85009765625,2997.949951171875,0.1319999694824218,,8103.9111328125,58.71160125732422,19.951007843017575,36.64741897583008,1.756999969482422,53.93000030517578,1492.300048828125,,6.546047635444403,0.7580456777012465,,0,0.5354416098007863,0,0,0,0,0,10,4,3
2019-10-18,85.09825656811397,-2.5553088557591974,14.25,8089.5400390625,2986.199951171875,0.121999979019165,,7973.20751953125,58.13548278808594,20.020042419433597,36.19125747680664,1.746999979019165,53.77999877929688,1488.199951171875,,6.399999785841557,0.7578431477854677,,0,0.5355646024099692,0,0,0,0,0,10,4,4
2019-10-21,85.5321505467097,0.5098741103449544,14.0,8162.990234375,3006.719970703125,0.1670000553131103,,8243.720703125,59.2258186340332,20.148250579833984,36.453311920166016,1.7920000553131104,53.310001373291016,1482.4000244140625,,6.2928570338657925,0.7638434730483773,,0,0.5398098345523569,0,0,0,0,0,10,4,0
2019-10-22,83.31897767384847,-2.587533294457045,14.460000038146973,8104.2998046875,2995.989990234375,0.152999997138977,,8078.203125,58.77825546264648,20.000320434570312,36.26889801025391,1.7680000066757202,54.15999984741211,1481.699951171875,,6.177040073249574,0.7684065847205431,,0,0.5367949259340558,0,0,0,0,0,10,4,1
2019-10-23,83.54683323701222,0.2734737865552006,14.010000228881836,8119.7900390625,3004.52001953125,0.1439999341964721,,7514.671875,57.754581451416016,20.11866569519043,36.53095245361328,1.758999943733215,55.970001220703125,1489.9000244140625,,6.251962520123481,0.7543697591540226,,0,0.5367486395862983,0,0,0,0,0,10,4,2
2019-10-24,86.68185194333394,3.7524087806273254,13.710000038146973,8185.7998046875,3010.2900390625,0.1430000066757202,,7493.48876953125,59.282958984375,20.23701286315918,37.11327362060547,1.7660000324249268,56.22999954223633,1498.9000244140625,,6.312910489492297,0.7631805001965326,,0,0.5384451181308639,0,0,0,0,0,10,4,3
2019-10-25,87.60951884587605,1.0701973732039738,12.649999618530272,8243.1201171875,3022.550048828125,0.1759999990463256,,8660.7001953125,60.48280715942383,20.42438697814941,37.22002410888672,1.8009999990463257,56.65999984741211,1499.5,,6.626087132211531,0.7693308184555103,,0,0.5415219739473548,0,0,0,0,0,10,4,4
2019-10-28,88.26565271615982,0.7489298867604299,13.109999656677246,8325.990234375,3039.419921875,0.2480000257492065,,9256.1484375,61.401737213134766,20.73997688293457,37.29767227172852,1.8530000448226929,55.810001373291016,1490.0,,6.596491656877138,0.7712527338195544,,0,0.5464303367755571,0,0,0,0,0,10,4,0
2019-10-29,87.54571807384491,-0.8156452936795677,13.199999809265137,8276.849609375,3036.889892578125,0.2400000095367431,,9427.6875,60.98274612426758,20.720252990722656,37.43355178833008,1.8350000381469729,55.540000915527344,1487.0,,6.647727368784346,0.7729863709825286,,0,0.5450724889977312,0,0,0,0,0,10,4,1
2019-10-30,89.50385902325313,2.236706708781022,12.329999923706056,8303.98046875,3046.77001953125,0.2029999494552612,,9205.7265625,61.04939651489258,20.621627807617188,38.21967697143555,1.7979999780654907,55.060001373291016,1493.199951171875,,7.012976622526422,0.769117162373607,,0,0.5365331928250004,0,0,0,0,0,10,4,2
2019-10-31,88.31569709380467,-1.3274979899355777,13.220000267028809,8292.3603515625,3037.56005859375,0.1929999589920044,,9199.5849609375,60.70182800292969,20.503286361694336,37.92852783203125,1.690999984741211,54.18000030517578,1511.4000244140625,,6.72617219159331,0.7651952811718611,,0,0.5275682193584887,0,0,0,0,0,10,4,3
2019-11-01,89.08553185065587,0.8716850822493294,12.300000190734863,8386.400390625,3066.909912109375,0.2430000305175781,,9261.1044921875,61.95404052734375,21.016115188598636,38.404083251953125,1.7280000448226929,56.20000076293945,1508.0,,6.966666757123579,0.7717567539312794,,0,0.5314689735845677,0,0,0,0,0,11,4,4
2019-11-04,88.56105164686839,-0.5887378038745061,12.829999923706056,8433.2001953125,3078.27001953125,0.2829999923706054,,9412.6123046875,63.272926330566406,21.31197738647461,38.433197021484375,1.7860000133514404,56.540000915527344,1508.0,,6.917381179092307,0.7841111325733799,,0,0.5396733652416281,0,0,0,0,0,11,4,0
2019-11-05,88.60136856635411,0.045524436234645194,13.100000381469728,8434.6796875,3074.6201171875,0.3480000495910644,,9342.52734375,63.3062629699707,21.381013870239254,38.588478088378906,1.866000056266785,57.22999954223633,1480.800048828125,,6.945038221955096,0.7854474090495605,,0,0.5452472902343767,0,0,0,0,0,11,4,1
2019-11-06,88.41203045845032,-0.2136965951739178,12.619999885559082,8410.6298828125,3076.780029296875,0.2990000247955322,,9360.8798828125,62.92059326171875,21.18376922607422,38.69523620605469,1.8140000104904173,56.34999847412109,1490.199951171875,,7.099048902560404,0.7810296551798594,,0,0.5413434530982331,0,0,0,0,0,11,4,2
2019-11-07,88.04364045461018,-0.4166740679180103,12.729999542236328,8434.51953125,3085.179931640625,0.4079999923706054,,9267.5615234375,63.29196548461914,21.440187454223636,38.72435760498047,1.9259999990463257,57.150001525878906,1464.199951171875,,7.081697153780251,0.779493033821549,,0,0.5510789862402073,0,0,0,0,0,11,4,3
2019-11-08,89.29154173533122,1.4173667448069471,12.06999969482422,8475.3095703125,3093.080078125,0.4229999780654907,,8804.880859375,63.42529296875,21.302112579345703,39.25815963745117,1.932999968528748,57.2400016784668,1461.300048828125,,7.378624673601599,0.7767814728394467,,0,0.5539177944886948,0,0,0,0,0,11,4,4
2019-11-11,89.35997831821442,0.07664397047375537,12.6899995803833,8464.2802734375,3087.010009765625,0.4299999475479126,,8757.7880859375,63.16817474365234,21.154186248779297,39.529903411865234,1.9429999589920044,56.86000061035156,1455.5,,7.057525651698138,0.7732732527992421,,0,0.5532296960722967,0,0,0,0,0,11,4,0
2019-11-12,90.16537417968114,0.9012937073447747,12.68000030517578,8486.08984375,3091.840087890625,0.3760000467300415,,8815.662109375,63.301490783691406,21.262666702270508,39.76283264160156,1.909000039100647,56.79999923706055,1452.0999755859375,,7.125394029938755,0.772305831528009,,0,0.5508279784267828,0,0,0,0,0,11,4,1
2019-11-13,91.0517993370692,0.9831103851702494,13.0,8482.099609375,3094.0400390625,0.3350000381469726,,8808.2626953125,63.41100311279297,21.07528686523437,39.83077621459961,1.870000004768372,57.119998931884766,1461.699951171875,,7.1923076923076925,0.7719453807818882,,0,0.5467090786686,0,0,0,0,0,11,4,2
2019-11-14,91.3485567967097,0.32592157629078855,13.050000190734863,8479.01953125,3096.6298828125,0.2870000600814819,,8708.0947265625,63.29674530029297,21.08514976501465,39.7822494506836,1.815000057220459,56.77000045776367,1471.800048828125,,7.160919201716877,0.771444766782585,,0,0.5408075962286937,0,0,0,0,0,11,4,3
2019-11-15,92.54281385739644,1.3073628118115632,12.050000190734863,8540.830078125,3120.4599609375,0.3059999942779541,,8491.9921875,63.93951034545898,21.173908233642575,40.00547409057617,1.8339999914169312,57.720001220703125,1467.300048828125,,7.746887717553488,0.7730259343931293,,0,0.5430201122936011,0,0,0,0,0,11,4,4
2019-11-18,93.1564193169276,0.6630503590226766,12.460000038146973,8549.9404296875,3122.030029296875,0.2849999666213989,,8309.2861328125,63.97760009765625,21.14432144165039,40.21899032592773,1.807999968528748,57.04999923706055,1470.9000244140625,,7.54333848924671,0.7711881092966932,,0,0.5413509499808331,0,0,0,0,0,11,4,0
2019-11-19,94.35394710302353,1.2855021638624953,12.859999656677246,8570.66015625,3120.179931640625,0.2610000371932983,,8206.1455078125,63.75858688354492,20.947080612182617,40.422794342041016,1.7860000133514404,55.209999084472656,1473.300048828125,,7.461119713049328,0.7670577664712958,,0,0.5349606778515297,0,0,0,0,0,11,4,1
2019-11-20,94.72093419233958,0.38894725719884615,12.779999732971191,8526.73046875,3108.4599609375,0.218000054359436,,8027.26806640625,63.13485336303711,20.85832405090332,40.422794342041016,1.7380000352859497,57.11000061035156,1473.300048828125,,7.4616590456048115,0.7641735330482523,,0,0.5283796892361418,0,0,0,0,0,11,4,2
2019-11-21,94.17750640710194,-0.5737145540965161,13.130000114440918,8506.2099609375,3103.5400390625,0.2419999837875366,,7642.75,62.444454193115234,20.7794246673584,40.30632400512695,1.7719999551773071,58.58000183105469,1463.0999755859375,,7.318354569716025,0.7596527938267859,,0,0.5318310965581103,0,0,0,0,0,11,4,3
2019-11-22,94.43055075407028,0.26868873112280145,12.34000015258789,8519.8798828125,3110.2900390625,0.2310000658035278,,7296.57763671875,62.3349494934082,20.887908935546875,40.51985168457031,1.77400004863739,57.77000045776367,1463.0999755859375,,7.649918991782326,0.7592842027552881,,0,0.5331761501461141,0,0,0,0,0,11,4,4
2019-11-25,95.43373008569081,1.0623461619250207,11.869999885559082,8632.490234375,3133.639892578125,0.2190001010894775,,7146.1337890625,63.77286529541016,21.29225349426269,41.150691986083984,1.7640000581741333,58.0099983215332,1456.5999755859375,,7.602358781279735,0.7656575861942623,,0,0.5330289857494123,0,0,0,0,0,11,4,0
2019-11-26,95.58847788969676,0.16215210687773318,11.539999961853027,8647.9296875,3140.52001953125,0.1749999523162841,,7218.37109375,63.5681266784668,21.29225349426269,41.00511932373047,1.7400000095367432,58.40999984741211,1459.800048828125,,7.788561312870711,0.7625048903441841,,0,0.5305413509199479,0,0,0,0,0,11,4,1
2019-11-27,96.11761031548183,0.5535525174861,11.75,8705.1796875,3153.6298828125,0.2019999027252197,,7531.66357421875,63.99665069580078,21.3908748626709,41.218631744384766,1.7669999599456787,58.11000061035156,1453.4000244140625,,7.676595484956782,0.7633911101128537,,0,0.5327597673875715,0,0,0,0,0,11,4,2
2019-11-29,96.13871610164642,0.021958292653478928,12.619999885559082,8665.4697265625,3140.97998046875,0.2360000610351562,,7761.24365234375,63.28245544433594,21.154186248779297,41.11187744140625,1.7760000228881836,55.16999816894531,1465.5999755859375,,7.214738817545099,0.7570977704906721,,0,0.5327337948164861,0,0,0,0,0,11,4,4
2019-12-02,93.77927710612614,-2.4542027303814495,14.90999984741211,8567.990234375,3113.8701171875,0.2979999780654907,,7321.98828125,62.458740234375,20.887908935546875,40.56837463378906,1.8359999656677248,55.959999084472656,1462.300048828125,,6.633803130405593,0.7580778624676178,,0,0.5395649995561234,0,0,0,0,0,12,4,0
2019-12-03,94.27490731080373,0.5285071712769707,15.960000038146973,8520.6396484375,3093.199951171875,0.1710000038146972,,7320.1455078125,61.582664489746094,20.97666931152344,40.35486602783203,1.7089999914169312,56.09999847412109,1478.199951171875,,6.4317043408852665,0.7541267979239603,,0,0.5277510638571853,0,0,0,0,0,12,4,1
2019-12-04,93.28644122680028,-1.0484932971025818,14.800000190734863,8566.669921875,3112.760009765625,0.2829999923706054,,7252.03466796875,62.4873161315918,21.18376922607422,40.36456680297852,1.781000018119812,58.43000030517578,1474.0,,6.670270266787164,0.7621081573942521,,0,0.5346776552641863,0,0,0,0,0,12,4,2
2019-12-05,92.73333791891734,-0.5929085734316053,14.520000457763672,8570.7001953125,3117.429931640625,0.3040000200271606,,7448.3076171875,62.86345672607422,21.173908233642575,40.024879455566406,1.7970000505447388,58.43000030517578,1476.9000244140625,,6.757575733692104,0.7638690252094312,,0,0.5380969472476531,0,0,0,0,0,12,4,3
2019-12-06,92.99140083789825,0.27828494560020456,13.619999885559082,8656.5302734375,3145.909912109375,0.3619999885559082,,7546.99658203125,63.79667663574219,21.49935531616211,40.18015670776367,1.8420000076293943,59.20000076293945,1459.0999755859375,,7.086637111165027,0.7667287913883876,,0,0.5418394784074654,0,0,0,0,0,12,4,4
2019-12-09,92.87106736501057,-0.12940279617622563,15.859999656677246,8621.830078125,3135.9599609375,0.3309999704360962,,7400.8994140625,63.36814498901367,21.35142707824707,39.97635269165039,1.8289999961853027,59.02000045776367,1459.300048828125,,6.424338057709323,0.7655915575214779,,0,0.540667352966459,0,0,0,0,0,12,4,0
2019-12-10,92.25316667556763,-0.6653317410624915,15.68000030517578,8616.1796875,3132.52001953125,0.3179999589920044,,7278.11962890625,63.62050247192383,21.36128616333008,39.79194259643555,1.8329999446868896,59.2400016784668,1462.5999755859375,,6.443239592664298,0.7680246217586267,,0,0.5419344302779782,0,0,0,0,0,12,4,1
2019-12-11,92.32860463857651,0.08177276263499067,14.989999771118164,8654.0498046875,3141.6298828125,0.2699999809265136,,7217.42724609375,64.98223114013672,21.459911346435547,39.7822494506836,1.7899999618530271,58.7599983215332,1469.4000244140625,,6.992661860928452,0.7792012788730343,,0,0.5388181660074978,0,0,0,0,0,12,4,2
2019-12-12,92.24633262554805,-0.08910782671363027,13.9399995803833,8717.3203125,3168.570068359375,0.3669999837875366,,7243.13427734375,66.8486557006836,21.785356521606445,39.81135940551758,1.8969999551773071,59.18000030517578,1466.699951171875,,7.266858400362478,0.7931060139556814,,0,0.5490889706545938,0,0,0,0,0,12,4,3
2019-12-13,93.71575619777043,1.592934407687685,12.630000114440918,8734.8798828125,3168.800048828125,0.2960000038146972,,7269.6845703125,66.59154510498047,21.972740173339844,40.09281539916992,1.819000005722046,60.06999969482422,1475.5999755859375,,7.649247801659906,0.7848468218750334,,0,0.5433682670465084,0,0,0,0,0,12,4,4
2019-12-16,95.06188251574834,1.436392739698067,12.140000343322754,8814.23046875,3191.449951171875,0.3669999837875366,,6932.48046875,67.13433837890625,22.022048950195312,40.2383918762207,1.8919999599456787,60.209999084472656,1475.0,,7.760296245484874,0.7842335355806105,,0,0.5493616753005922,0,0,0,0,0,12,4,0
2019-12-17,94.27845553557079,-0.8241231495155432,12.289999961853027,8823.3603515625,3192.52001953125,0.3590000867843628,,6640.51513671875,67.51524353027344,21.982601165771484,40.11222839355469,1.8890000581741333,60.93999862670898,1474.5999755859375,,8.019527897844952,0.7905216633389395,,0,0.5518118620944479,0,0,0,0,0,12,4,1
2019-12-18,94.74751232067744,0.49752277171075665,12.579999923706056,8827.740234375,3191.139892578125,0.406000018119812,,7276.802734375,67.28194427490234,21.745908737182617,40.20928192138672,1.924000024795532,60.93000030517578,1472.5999755859375,,7.885532396650284,0.7878775668866209,,0,0.5573922096336621,0,0,0,0,0,12,4,2
2019-12-19,95.4930911064148,0.7869111995404188,12.5,8887.2197265625,3205.3701171875,0.375,,7202.84423828125,67.67237091064453,21.844528198242188,40.48102951049805,1.9079999923706052,61.220001220703125,1478.199951171875,,7.78,0.7867717510722594,,0,0.5562102732043803,0,0,0,0,0,12,4,3
2019-12-20,95.99709337949753,0.5277892539064188,12.510000228881836,8924.9599609375,3221.219970703125,0.3890000581741333,,7218.81640625,68.32467651367188,21.745908737182617,40.44220733642578,1.9170000553131104,60.43999862670898,1474.699951171875,,7.93685044755607,0.7897702444583724,,0,0.5546558302378168,0,0,0,0,0,12,4,4
2019-12-23,96.14734367529552,0.15651546365473834,12.609999656677246,8945.650390625,3224.010009765625,0.4149999618530273,,7355.62841796875,68.66392517089844,21.79521751403809,40.49073791503906,1.934999942779541,60.52000045776367,1482.5,,7.915939921692824,0.791429026944095,,0,0.5557222705973945,0,0,0,0,0,12,4,0
2019-12-24,96.20419158538182,0.05912582491960361,12.670000076293944,8952.8798828125,3223.3798828125,0.371999979019165,,7322.5322265625,68.80406951904297,21.814945220947266,40.45192337036133,1.909999966621399,61.11000061035156,1499.0999755859375,,7.800315803941422,0.792783543399342,,0,0.554580439752481,0,0,0,0,0,12,4,1
2019-12-26,97.33373781045277,1.1741133171609075,12.649999618530272,9022.3896484375,3239.909912109375,0.3700000047683716,,7238.966796875,68.98772430419922,21.96287727355957,40.607200622558594,1.9049999713897705,61.68000030517578,1509.300048828125,,7.704347986043334,0.7890193494906307,,0,0.5540648383888802,0,0,0,0,0,12,4,3
2019-12-27,97.03159109751384,-0.31042341508278337,13.43000030517578,9006.6201171875,3240.02001953125,0.3559999465942383,,7290.08837890625,68.75091552734375,21.814945220947266,40.422794342041016,1.8739999532699585,61.720001220703125,1513.800048828125,,7.418465747541466,0.7863963756015465,,0,0.5532083125532592,0,0,0,0,0,12,4,4
2019-12-30,95.6122234861056,-1.4627891755189415,14.81999969482422,8945.990234375,3221.2900390625,0.4049999713897705,,7292.9951171875,68.25313568115234,21.58878517150879,40.325645446777344,1.8949999809265137,61.68000030517578,1514.5,,6.748987766713497,0.7852306084292474,,0,0.5548510493168819,0,0,0,0,0,12,4,0
2019-12-31,96.00111230214436,0.4067354589816441,13.779999732971191,8972.599609375,3230.780029296875,0.4140000343322754,,7193.59912109375,68.34013366699219,21.59866142272949,40.33536148071289,1.919000029563904,61.060001373291016,1519.5,,6.828737322031254,0.7837442426483384,,0,0.5608489367261809,0,0,0,0,0,12,4,1
2020-01-02,98.08561835686366,2.1713353155312642,12.470000267028809,9092.1904296875,3257.85009765625,0.3869999647140503,,6985.47021484375,69.92044067382812,21.97394752502441,41.00568389892578,1.8819999694824217,61.18000030517578,1524.5,,7.190857758522785,0.7870995745875196,,0,0.5569193780526851,0,0,0,0,0,1,1,3
